songID,songName,ytID,view,langs
312,U.S.A. - DA PUMP,sr--GVIoluU,0,"['jp', 'zh']"
313,粉雪 - レミオロメン,1wxTksLZ1Mw,0,"['jp', 'zh']"
314,月光食堂 - 古川本舗 feat.acane_madder,08U9i4gqxPg,0,"['jp', 'zh']"
315,君といつまでも - 加山雄三,7RbWYEkgaqk,0,"['jp', 'zh']"
316,スクランブル - SPYAIR,qwNMBPsMxE8,0,"['jp', 'zh']"
317,Departures ～あなたにおくるアイの歌～ - EGOIST,LKqgY0VKZX4,0,"['jp', 'zh']"
318,扉 - GReeeeN,46s0w_IInL0,0,"['jp', 'zh']"
319,ライラック - 美波,GQ3V50XoLOM,0,"['jp', 'zh']"
320,愛し君へ - GReeeeN,2Pp7-iLNaoI,0,"['jp', 'zh']"
321,メトロノーム - 米津玄師,Qa9PkDZkyHg,0,"['jp', 'zh']"
322,マリーゴールド - あいみょん,0xSiBpUdW4E,0,"['jp', 'zh']"
323,夢 - 安達勇人,NR9UxlrcNH8,0,"['jp', 'zh']"
324,夏に去りし君を想フ - メガテラ・ゼロ,GkOBH9TSzIw,0,"['jp', 'zh']"
325,いたいいたい - コレサワ,dOR08zvpbAM,0,"['jp', 'zh']"
326,I Wanna Be… - SPYAIR,aWFrRSnJQh0,0,"['jp', 'zh']"
327,サンキュー。 - 大原櫻子,7FBjdNHIKyE,0,"['jp', 'zh']"
328,青と夏 - Mrs. GREEN APPLE,m34DPnRUfMU,0,"['jp', 'zh']"
329,明日もし君が壊れても - WANDS,XvaV5iSixok,0,"['jp', 'zh']"
330,助演男優賞 - Creepy Nuts,JEUOTHxL8Xw,0,"['jp', 'zh']"
331,大不正解 - back number,yKIQv4sUTLA,0,"['jp', 'zh']"
332,秒針を噛む - ずっと真夜中でいいのに。,GJI4Gv7NbmE,0,"['jp', 'zh']"
333,ライオン - 中島愛、May'n,8zxB_Bv0EHY,0,"['jp', 'zh']"
334,アイノカタチ feat.HIDE(GReeeeN) - MISIA,IX87le_EokM,0,"['jp', 'zh']"
335,人にやさしく - THE ROLLING GIRLS,ERHfSisg__o,0,"['jp', 'zh']"
336,Hikari - androp,LOB2tAgbn2A,0,"['jp', 'zh']"
337,45秒 - 初音ミク、GUMI,5u0-BenRPxg,0,"['jp', 'zh']"
338,アンビバレント - Eve,vNa83RXmZdg,0,"['jp', 'zh']"
339,少女レイ - めありー,6YpcdbS1sv4,0,"['jp', 'zh']"
340,"タチアガレ! - Wake Up,Girls!",cBwWZSGfxa0,0,"['jp', 'zh']"
341,LIVIN' IT UP - MONSTA X,YWL9ClaTm6E,0,"['jp', 'zh']"
342,たばこ - 天月,I5XvcpXen_o,0,"['jp', 'zh']"
343,終わらない世界で - DAOKO,tvwc7KT-I3U,0,"['jp', 'zh']"
344,君に届け - 天月,8mqM-a03eu0,0,"['jp', 'zh']"
345,遥か - GReeeeN,im2b4ZVwjzY,0,"['jp', 'zh']"
346,獣ゆく細道 - 椎名林檎と宮本浩次,tIe-kXTmj3E,0,"['jp', 'zh']"
347,アベリアに代わる何かを - メガテラ・ゼロ,v76GQmH7h3Y,0,"['jp', 'zh']"
348,FLY - BoA,7z7dbKXAue0,0,"['jp', 'zh']"
349,夢ファンファーレ - まふまふ×天月,MvIu5sUQgQg,0,"['jp', 'zh']"
350,Flamingo - 米津玄師,Uh6dkL1M9DM,0,"['jp', 'zh']"
351,Hope (希望) -Japanese Ver- - majiko,WQN9zUfuRd4,0,"['jp', 'zh']"
352,ゲゲゲの鬼太郎 - 氷川きよし,lOCq2OG2y5c,0,"['jp', 'zh']"
353,TEENAGE RIOT - 米津玄師,lwolyOIcCQg,0,"['jp', 'zh']"
354,ツナグ、ソラモヨウ - Afterglow,S9TDsbc5DjY,0,"['jp', 'zh']"
355,ADAMAS - LiSA,UeEIl4JlE-g,0,"['jp', 'zh']"
356,大阪LOVER - DREAMS COME TRUE,E-DAUGDEeRA,0,"['jp', 'zh']"
357,まだあの月と溺れていたい - 天月,tlgeOSE1dCM,0,"['jp', 'zh']"
358,何度でも - DREAMS COME TRUE,zgLAWm68XVg,0,"['jp', 'zh']"
359,はたらきたくない - 打首獄門同好会,GR-mLGV0X1I,0,"['jp', 'zh']"
360,プラチナ - おがわりこ,ula9NqrFC5A,0,"['jp', 'zh']"
361,とある一家の御茶会議 - GUMI,vc9XojHvteA,0,"['jp', 'zh']"
362,リセット - 向井太一,oTH0s0iRA0g,0,"['jp', 'zh']"
363,イルミネーション - SEKAI NO OWARI,CsQNfkaG5z4,0,"['jp', 'zh']"
364,ミセナイナミダハ、きっといつか - Greeeen,hZXy8JNjEsY,0,"['jp', 'zh']"
365,そっけない - RADWIMPS,R1vmfVpINbk,0,"['jp', 'zh']"
366,あいことば - 絢香,hNPCKAGg1wk,0,"['jp', 'zh']"
367,新世界 - BUMP OF CHICKEN,IQOhCvlkYps,0,"['jp', 'zh']"
368,never - メガテラ・ゼロ,KTQeeJiLIhE,0,"['jp', 'zh']"
369,あなたとトゥラッタッタ♪ - DREAMS COME TRUE,E0t-P4YmI34,0,"['jp', 'zh']"
370,乙女解剖 - 初音ミク,7zwCIz-Ohn4,0,"['jp', 'zh']"
371,約束 × No title - GReeeeN,A_FvwhBNPGk,0,"['jp', 'zh']"
372,move on! イバラミチ - GRANRODEO,QlS8n0g6d3A,0,"['jp', 'zh']"
373,エンゼルフィッシュ - EVO+,TIzLweV75LU,0,"['jp', 'zh']"
374,シルシ - LiSA,y6FCQWlKeJQ,0,"['jp', 'zh']"
375,カワキヲアメク - 美波,0YF8vecQWYs,0,"['jp', 'zh']"
376,拝啓、少年よ - Hump Back,d6i4AtCxrDo,0,"['jp', 'zh']"
377,泥中に咲く - ウォルピスカーター,40dJS_LC6S8,0,"['jp', 'zh']"
378,HAPPY BIRTHDAY - back number,IsFs06cw-gY,0,"['jp', 'zh']"
379,恋に溺れて - 天月-あまつき-,N-iiCgxXDyE,0,"['jp', 'zh']"
380,Precious Love - EXILE ATSUSHI,Wv7_Tmd9CHk,0,"['jp', 'zh']"
381,僕のキモチ - 天月×少年T,QzLd42bHsE4,0,"['jp', 'zh']"
382,白日 - King Gnu,ony539T074w,0,"['jp', 'zh']"
383,FIRE GROUND - Official髭男dism,sem3UU-EQJs,0,"['jp', 'zh']"
384,パラノイア - majiko,_cnHxTaGrYQ,0,"['jp', 'zh']"
385,Best Friend - Lefty Hand Cream,9z_b0Z9T2Zc,0,"['jp', 'zh']"
386,スカーレット - スピッツ,l1-D43s6D_A,0,"['jp', 'zh']"
387,それを言葉という - amazarashi,YaR9gzJ8RUc,0,"['jp', 'zh']"
388,secret base～君がくれたもの～ (10 years after Ver.) - 本間芽衣子(茅野愛衣)、安城鳴子(戸松遥)、鶴見知利子(早見沙織),B0GpxW8K0vY,0,"['jp', 'zh']"
389,桜木町 - ゆず,sQP3spc8yqk,0,"['jp', 'zh']"
390,ビターチョコデコレーション - ゆきむら。,um6bP6kq4pU,0,"['jp', 'zh']"
391,Aurora - BUMP OF CHICKEN,6NQbSN85kJQ,0,"['jp', 'zh']"
392,初嵐 (Japanese Version) - 初音ミク,KDnhH8UNHYI,0,"['jp', 'zh']"
393,ハルノヒ - あいみょん,pfGI91CFtRg,0,"['jp', 'zh']"
394,スキだよ -MY LOVE- - BoA,Vrl5PeEFauQ,0,"['jp', 'zh']"
395,だから僕は音楽を辞めた - ヨルシカ,KTZ-y85Erus,0,"['jp', 'zh']"
396,PRIDE OF LIONS - SPYAIR,lHs1Pc19Qsc,0,"['jp', 'zh']"
397,I beg you - Aimer,pCC6qbAnX00,0,"['jp', 'zh']"
398,紅蓮華 - LiSA,Uku3t8qAloc,0,"['jp', 'zh']"
399,とおせんぼ - 初音ミク,uxNoOPetZ6g,0,"['jp', 'zh']"
400,115万キロのフィルム - Official髭男dism,ljDRzQz3ULE,0,"['jp', 'zh']"
401,ノスタルジア - GReeeeN,DFOcMPhZ7ew,0,"['jp', 'zh']"
402,RESISTER - ASCA,RPZwWt6_unE,0,"['jp', 'zh']"
403,わがまま - 瀧川ありさ,6zQ_jMbCsHA,0,"['jp', 'zh']"
404,Season - 瀧川ありさ,lQsHD24bQr8,0,"['jp', 'zh']"
405,さよならくちびる - ハルレオ,FSHbO4MUkx0,0,"['jp', 'zh']"
406,耽溺ミラアジュイズム - kradness,HkLVQMW4u0Y,0,"['jp', 'zh']"
407,夢のしずく - 松たか子,CLlXUGDpTXI,0,"['jp', 'zh']"
408,俺たちの明日 - エレファントカシマシ,cWHU2-WnZqc,0,"['jp', 'zh']"
409,冬の花 - 宮本浩次,iQhRmQWwDYs,0,"['jp', 'zh']"
410,大声ダイヤモンド - AKB48,F32epua9VQs,0,"['jp', 'zh']"
411,コイワズライ - Aimer,c2tuxS3Pcto,0,"['jp', 'zh']"
412,Melody - Mr.Children,dpCo0Xiug0U,0,"['jp', 'zh']"
413,だから僕は音楽を辞めた - 天月,vHSmU6xpYyA,0,"['jp', 'zh']"
414,"Hello, Again ～昔からある場所～ - My Little Lover",RkF5_BpBQU4,0,"['jp', 'zh']"
415,咲かせや咲かせ - EGOIST,dN020llYLQU,0,"['jp', 'zh']"
416,ふいに - 板野友美,H4SaBZ4-Brw,0,"['jp', 'zh']"
417,STAND-ALONE - Aimer,wVMPqFb5Iy8,0,"['jp', 'zh']"
418,正義 - ずっと真夜中でいいのに。,7kUbX4DoZoc,0,"['jp', 'zh']"
419,宇宙の詩 ～Higher and Higher～ - LUNA SEA,Pk6ySJiZZmU,0,"['jp', 'zh']"
420,Pretender - Official髭男dism,TQ8WlA2GXbk,0,"['jp', 'zh']"
421,カタオモイ - 夏代孝明,YBULlQiW-qk,0,"['jp', 'zh']"
422,たちまち嵐 - ハルレオ,HY0mmQEu7CA,0,"['jp', 'zh']"
423,夏の日の1993 - class,nINmzlHHCWY,0,"['jp', 'zh']"
424,海の幽霊 - 米津玄師,1s84rIhPuhk,0,"['jp', 'zh']"
425,スタンドバイミー - the peggies,liQbvDCAoQE,0,"['jp', 'zh']"
426,Pray - [Alexandros],IQCDOcO8wcA,0,"['jp', 'zh']"
427,ラスト・キッス - タンポポ,Xg2Ve28v7g0,0,"['jp', 'zh']"
428,まちがいさがし - 菅田将暉,7940nuwCEYA,0,"['jp', 'zh']"
429,Stand By You - Official髭男dism,22mOCjkwQjM,0,"['jp', 'zh']"
430,スターライトキセキ - 天月-あまつき-,Jk0dsAL6Cc4,0,"['jp', 'zh']"
431,Brand New Story - GENERATIONS from EXILE TRIBE,tuPc0A2NpZk,0,"['jp', 'zh']"
432,夏の約束 - 堀江由衣,XPkNhfWju28,0,"['jp', 'zh']"
433,月曜日の憂鬱 - 天月 feat.HoneyWorks,E5Jy_h1eHzY,0,"['jp', 'zh']"
434,願い - Uru,fpPHoT_oZKM,0,"['jp', 'zh']"
435,天城越え - 石川さゆり,k6WE-0pU_mg,0,"['jp', 'zh']"
436,別の人の彼女になったよ - 粉ミルク,oMDsVsOljSU,0,"['jp', 'zh']"
437,リブート - miwa,bh10-NQsng0,0,"['jp', 'zh']"
438,瞳 - 大原櫻子,TojGErB7pHY,0,"['jp', 'zh']"
439,リボン feat.桜井和寿(Mr.Children) - 東京スカパラダイスオーケストラ,jPtSMNSbkOo,0,"['jp', 'zh']"
440,インフェルノ - Mrs. GREEN APPLE,wfCcs0vLysk,0,"['jp', 'zh']"
441,パプリカ - 米津玄師,s582L3gujnw,0,"['jp', 'zh']"
442,夢の中へ - suis from ヨルシカ,qyBvCMaUw-U,0,"['jp', 'zh']"
443,宿命 - Official髭男dism,-kgOFJG881I,0,"['jp', 'zh']"
444,竈門炭治郎のうた - 椎名豪 featuring 中川奈美,OV1i4MoIDAg,0,"['jp', 'zh']"
445,Glory - SPYAIR,QY6vUUFFTEA,0,"['jp', 'zh']"
446,七色シンフォニー - コアラモード.,pS7Hbxv2E_E,0,"['jp', 'zh']"
447,雲雀 - ASCA,7L1M7HLcpMw,0,"['jp', 'zh']"
448,飛行艇 - King Gnu,MSv7NbfbtU8,0,"['jp', 'zh']"
449,小さな恋のうた - MONGOL800,u8EkSB9zSpE,0,"['jp', 'zh']"
450,メーデー - メガテラ・ゼロ,ZO_K1rLz_TQ,0,"['jp', 'zh']"
451,虹色の戦争 - SEKAI NO OWARI,od8CNHDkIJA,0,"['jp', 'zh']"
452,us - milet,AIMjbleH394,0,"['jp', 'zh']"
453,ロミオとシンデレラ - 初音ミク,swqbfMh467A,0,"['jp', 'zh']"
454,心を開いて - ZARD,HUTbH6ywrXk,0,"['jp', 'zh']"
455,ナイロンの糸 - サカナクション,NIOiwV1qj-k,0,"['jp', 'zh']"
456,完全感覚Dreamer - ONE OK ROCK,xGbxsiBZGPI,0,"['jp', 'zh']"
457,お願い！シンデレラ - THE IDOLM@STER CINDERELLA GIRLS,he7TVwRDXoU,0,[]
458,馬と鹿 - 米津玄師,ptnYBctoexk,0,"['jp', 'zh']"
459,光芒 - ASCA,Us6xmFJ71W0,0,"['jp', 'zh']"
460,春よ、来い - 松任谷由実,qX7pFYH9O04,0,"['jp', 'zh']"
461,ポップコーンマシーンの歌 - ハローキティ,RLZHplA8GMo,0,"['jp', 'zh']"
462,アイノカタチ - GReeeeN,ra4gQV_V1-Q,0,"['jp', 'zh']"
463,海色 - AKINO from bless4,ULHQPm8hmVk,0,"['jp', 'zh']"
464,夜永唄 - 神はサイコロを振らない,Nij9BiHzP7E,0,"['jp', 'zh']"
465,イエスタデイ - Official髭男dism,DuMqFknYHBs,0,"['jp', 'zh']"
466,うたかたよいかないで - HIMEHINA,rzd5xEPn4-U,0,"['jp', 'zh']"
467,チェリー - スピッツ,Eze6-eHmtJg,0,"['jp', 'zh']"
468,世界が終るまでは… - 愛笑む,hZoxXWDKy54,0,"['jp', 'zh']"
469,官能と飽食 - 笹川真生,OP20UNkGV78,0,"['jp', 'zh']"
470,完璧ぐ～のね - 渡り廊下走り隊7,MpwA_GNEloc,0,"['jp', 'zh']"
471,Flowerwall - 米津玄師,Y4_vXzyOJHE,0,"['jp', 'zh']"
472,anniversary - DAOKO,FIeIT9twz-c,0,"['jp', 'zh']"
473,泣かないと約束したから - 鹿乃,jBYHaRKo-kg,0,"['jp', 'zh']"
474,Blooming! - 内田彩,xVq_EZMk_BQ,0,"['jp', 'zh']"
475,弱虫たちの世界征服 - 海堂飛鳥と苺谷星空,BFSAQ9RUHtg,0,"['jp', 'zh']"
476,Happy Go Ducky! - the pillows,J5b_S_nHjmY,0,"['jp', 'zh']"
477,檸檬の棘 - 黒木渚,5ICcGtQEN0Q,0,"['jp', 'zh']"
478,カタオモイワズライ - CY8ER,PGPH9SbFY4g,0,"['jp', 'zh']"
479,SHINING LINE* - わか・ふうり・ゆなfrom STAR☆ANIS,t-KLXIVEGo4,0,"['jp', 'zh']"
480,怪獣の腕のなか - ぷらそにか,dxJ5Q2g0On4,0,"['jp', 'zh']"
481,ハゼ馳せる果てるまで - ずっと真夜中でいいのに。,ElnxZtiBDvs,0,"['jp', 'zh']"
482,ボクノート - スキマスイッチ,AeMRXJtg500,0,"['jp', 'zh']"
483,Lost Game - Nulbarich,AhGMZVnfmeU,0,"['jp', 'zh']"
484,浪漫と算盤 - 椎名林檎と宇多田ヒカル,VXJdG0elwSY,0,"['jp', 'zh']"
485,いただきます - コレサワ,231ilSaIO4I,0,"['jp', 'zh']"
486,Sissy Sky - 宮川愛李,P84FGrLJdJM,0,"['jp', 'zh']"
487,フレア - Superfly,0vJrBbcsfac,0,"['jp', 'zh']"
488,チョコレートミルク - メガテラ・ゼロ,iH_Pt0aR4n4,0,"['jp', 'zh']"
489,flos - 初音ミク,bUbOc97FpUA,0,"['jp', 'zh']"
490,unlasting - LiSA,89Y3OnKqLhc,0,"['jp', 'zh']"
491,センチメンタルに刺された - コレサワ,uTiYvPfa1s0,0,"['jp', 'zh']"
492,#302 - 平井堅,fWNWHEvmaPU,0,"['jp', 'zh']"
493,君のこと - 中山美穂,h9kwVh0-t6A,0,"['jp', 'zh']"
494,夜に駆ける - YOASOBI,by4SYYWlhEs,0,"['jp', 'zh']"
495,最高の片想い - タイナカサチ,V28GJtf9vZI,0,"['jp', 'zh']"
496,セルフロンティア - ASCA,yeQm9ZiaVxw,0,"['jp', 'zh']"
497,酩酊 - 佐々木李子,bwd4Bc58ApE,0,"['jp', 'zh']"
498,愛はこだまする - KOKIA,dXUW5rOKEhw,0,"['jp', 'zh']"
499,イグジスト - angela,v2bFXluDqsc,0,"['jp', 'zh']"
500,Dear My Friend - Every Little Thing,MTaYGTO_ELs,0,"['jp', 'zh']"
501,愛してる - 高鈴,0PZoen64uvQ,0,"['jp', 'zh']"
502,最後の彼女になりたかった - コレサワ,XThwFTWK3pM,0,"['jp', 'zh']"
503,A-RA-SHI : Reborn - 嵐,woqtlIbFJGU,0,"['jp', 'zh']"
504,I LOVE... - Official髭男dism,bt8wNQJaKAk,0,"['jp', 'zh']"
505,みなえをチェック! - 小野美苗(伊藤美来),ZaNHbG_F6tU,0,"['jp', 'zh']"
506,一番歌 - 湘南乃風&中田ヤスタカ,gmLrJTpOx4A,0,"['jp', 'zh']"
507,チューリングラブ feat.Sou - ナナヲアカリ,L-MVk5I6wjo,0,"['jp', 'zh']"
508,ヒロイン - back number,VPZK72W4Xxw,0,"['jp', 'zh']"
509,エバ - メガテラ・ゼロ,lv6FeylmJsk,0,"['jp', 'zh']"
510,フクロウ ～フクロウが知らせる客が来たと～ - ダズビー,eQBlomFo1Kw,0,"['jp', 'zh']"
511,あの夢をなぞって - YOASOBI,sAuEeM_6zpk,0,"['jp', 'zh']"
512,疑心暗鬼 - 96猫,oxJcVfkyaH4,0,"['jp', 'zh']"
513,CHAIN - ASCA,FjdvgI_jVP8,0,"['jp', 'zh']"
514,お願いマッスル - 96猫&天月,9uy8s-yAxFY,0,"['jp', 'zh']"
515,真っ赤なLip - WANDS,BMZllL1SEgg,0,"['jp', 'zh']"
516,ひこうき雲 - 荒井由実,SlXL1A7rrxo,0,"['jp', 'zh']"
517,あなたがいることで - Uru,qLMLzBYTTKQ,0,"['jp', 'zh']"
518,summertime - cinnamons × evening cinema,KMTo2LmixqQ,0,"['jp', 'zh']"
519,サムライハート(Some Like It Hot!!) - SPYAIR,gqsMJ1wezOY,0,"['jp', 'zh']"
520,幽霊東京 - Ayase,DtBoAqkIJzI,0,"['jp', 'zh']"
521,千本桜 - 初音ミク,ievfPzBCSe4,0,"['jp', 'zh']"
522,どろん - King Gnu,gc0_Acq8dV4,0,"['jp', 'zh']"
523,Letter - SHE'S,vD42ZRdVvpg,0,"['jp', 'zh']"
524,キャンバス - +Plus,mhb2fQc5IQU,0,"['jp', 'zh']"
525,イントゥ・ジ・アンノウン～心のままに - 松たか子 (featuring オーロラ),k_Pc05U133k,0,"['jp', 'zh']"
526,空から落ちる星のように - 佐藤千亜妃,a50mx9uvR8I,0,"['jp', 'zh']"
527,夜撫でるメノウ - Ayase,ZLBUxmIWTa0,0,"['jp', 'zh']"
528,かごめ - 天神子兎音,PTGwc_Wk5jE,0,"['jp', 'zh']"
529,ビンテージ - Official髭男dism,cMLTX2FClxw,0,"['jp', 'zh']"
530,本日ハ晴天ナリ - Do As Infinity,cEbDBuUEbnE,0,"['jp', 'zh']"
531,あなただけ見つめてる - 大黒摩季,d9eudCNJv1E,0,"['jp', 'zh']"
532,Moonlight - 米津玄師,F_laEWj2GX0,0,"['jp', 'zh']"
533,波に飲まれる前に - メガテラ・ゼロ,oBiucg4qEHc,0,"['jp', 'zh']"
534,I was King - ONE OK ROCK,8pN4CuOPyEo,0,"['jp', 'zh']"
535,憂鬱、日々 - ミテイノハナシ,B8gm6XXcexE,0,"['jp', 'zh']"
536,死んでしまったのだろうか - rei sirose,R2qfiygqjh8,0,"['jp', 'zh']"
537,横断歩道を渡る人たち - Mr.Children,6yTYBGM1KEk,0,"['jp', 'zh']"
538,タガタメ - Mr.Children,bjhahucrOHM,0,"['jp', 'zh']"
539,でしょましょ - 米津玄師,YOWRETv2kaw,0,"['jp', 'zh']"
540,りりか(る) - yama,HUwrP7IhP_U,0,"['jp', 'zh']"
541,帰ってこいよ - amazarashi,BVsEcQo7In4,0,"['jp', 'zh']"
542,卒業 - コブクロ,-Q5e9EnrlwU,0,"['jp', 'zh']"
543,StarCrew - りぶ,E6Y9EPFsl3Y,0,"['jp', 'zh']"
544,HELLO - 福山雅治,lcyo_uqYnQk,0,"['jp', 'zh']"
545,Tell me - milet,2HHNF8Tpkcw,0,"['jp', 'zh']"
546,また逢う日まで - 平井大,SQcq990N5NY,0,"['jp', 'zh']"
547,かいじゅうのマーチ - 米津玄師,JckxSm06m-c,0,"['jp', 'zh']"
548,Pride - GReeeeN,0EL4wQDpJdc,0,"['jp', 'zh']"
549,Paper Flower - 米津玄師,mepDzc9xyRw,0,"['jp', 'zh']"
550,笑顔 - いきものがかり,Z22loO5hY4A,0,"['jp', 'zh']"
551,YELL - いきものがかり,lz8frtP6_kk,0,"['jp', 'zh']"
552,闇夜 - Eve,BEEFXAltoqo,0,"['jp', 'zh']"
553,トイパトリオット - 米津玄師,ewHJRw5bZ0s,0,"['jp', 'zh']"
554,プラリネ - ,wx7A13p0Cc8,0,"['jp', 'zh']"
555,ヒウマノイドズヒウマニズム - メガテラ・ゼロ,ItIa5kunZQ0,0,"['jp', 'zh']"
556,桜 - コブクロ,Dsdxxrnz1AQ,0,"['jp', 'zh']"
557,徒花の涙 - ウォルピスカーター,UI2Ybr9e7KY,0,"['jp', 'zh']"
558,ちいさな日々 - flumpool,XVDG299bB34,0,"['jp', 'zh']"
559,永遠の不在証明 - 東京事変,zKBCSBfP9TI,0,"['jp', 'zh']"
560,CROSS ROAD - Mr.Children,C4zJfYA_ur8,0,"['jp', 'zh']"
561,怪物さん feat.あいみょん - 平井堅,k9VOuzOXAVo,0,"['jp', 'zh']"
562,コーヒーとシロップ - Official髭男dism,Vho5jBUfR28,0,"['jp', 'zh']"
563,少年よ 嘘をつけ! - 渡り廊下走り隊7,Jop17KdwE_A,0,"['jp', 'zh']"
564,DADDY! DADDY! DO! feat. 鈴木愛理 - 鈴木雅之,2Od7QCsyqkE,0,"['jp', 'zh']"
565,見えない星 - 中島美嘉,y6p4wycqf5I,0,"['jp', 'zh']"
566,花に亡霊 - ヨルシカ,9lVPAWLWtWc,0,"['jp', 'zh']"
567,パラボラ - Official髭男dism,pkoxFpmiCWo,0,"['jp', 'zh']"
568,みせて、あなたを - 松たか子、吉田羊,ybi8V7lk-Qo,0,"['jp', 'zh']"
569,夢の中へ - 井上陽水,lp8LY41Mrec,0,"['jp', 'zh']"
570,ばらの花 × ネイティブダンサー - YUI × ミゾベリョウ,K7eQxgD_bp0,0,"['jp', 'zh']"
571,裸の心 - あいみょん,yOAwvRmVIyo,0,"['jp', 'zh']"
572,波乗りジョニー - 桑田佳祐,K0-Dm4wMJpQ,0,"['jp', 'zh']"
573,100万年の幸せ!! - 桑田佳祐,Fay3ZhHS1rU,0,"['jp', 'zh']"
574,エンドロール - sumika,lreC7hf1xR8,0,"['jp', 'zh']"
575,ハルジオン - YOASOBI,kzdJkT4kp-A,0,"['jp', 'zh']"
576,香水 - 瑛人,9MjAJSoaoSo,0,"['jp', 'zh']"
577,Wasted Nights - ONE OK ROCK,b4YLo74OWfY,0,"['jp', 'zh']"
578,お勉強しといてよ - ずっと真夜中でいいのに。,Atvsg_zogxo,0,"['jp', 'zh']"
579,ダイナミック琉球 - イクマあきら,XU94JysTLVI,0,"['jp', 'zh']"
580,チューリップ - indigo la End,kiTn9pgnj8I,0,"['jp', 'zh']"
581,犬かキャットかで死ぬまで喧嘩しよう! - Official髭男dism,IzyrINr2Xj4,0,"['jp', 'zh']"
582,天秤-Libra- - 西川貴教+ASCA,271R5M4ae2o,0,"['jp', 'zh']"
583,STARS - 中島美嘉,hJBHMUGI7Nc,0,"['jp', 'zh']"
584,Melody in the Dark - UNDEAD,zNc6xrd6ydE,0,"['jp', 'zh']"
585,負けないで - ZARD,NCPH9JUFESA,0,"['jp', 'zh']"
586,マイ フレンド - ZARD,_A2th9RSL4U,0,"['jp', 'zh']"
587,Don't you see! - ZARD,j9rax18IghI,0,"['jp', 'zh']"
588,umbrella - SEKAI NO OWARI,cBa2PhtY198,0,"['jp', 'zh']"
589,愛してる - 中島美嘉,W-ZtbsLPR_8,0,"['jp', 'zh']"
590,もう一度 - [re:],vjc2xRlz1Uc,0,"['jp', 'zh']"
591,奇蹟 - Uru,At5tnOnXgTM,0,"['jp', 'zh']"
592,君への嘘 - VALSHE,vL7PNeOP-aQ,0,"['jp', 'zh']"
593,キミマツ - GReeeeN,IGEYPdYRKOo,0,"['jp', 'zh']"
594,インスタントラブ - 少年T,AwUPTYDY2bM,0,"['jp', 'zh']"
595,タンポポ - whiteeeen,xxFxgu1JoIs,0,"['jp', 'zh']"
596,大きな古時計 - 平井堅,E3hvxbM_ubw,0,"['jp', 'zh']"
597,アメヲマツ、 - 美波,766qmHTc2ro,0,"['jp', 'zh']"
598,POP STAR - 平井堅,WzfteHcskYo,0,"['jp', 'zh']"
599,哀歌(エレジー) - 平井堅,-alcQP0UPaI,0,"['jp', 'zh']"
600,しあわせの詩 - Uru,JQQSVrTmxMs,0,"['jp', 'zh']"
601,猫 - DISH//,l1ky3XPBdBE,0,"['jp', 'zh']"
602,オヒアの木 - 浜崎あゆみ,-j0eqr02oT8,0,"['jp', 'zh']"
603,この世界を愛したい - 鹿乃,I8yBbwRurAE,0,"['jp', 'zh']"
604,思いがかさなるその前に… - 平井堅,n2zqrJMuJvM,0,"['jp', 'zh']"
605,ドレミファロンド - 初音ミク,bphS6_wayug,0,"['jp', 'zh']"
606,春を告げる - yama,DC6JppqHkaM,0,"['jp', 'zh']"
607,感電 - 米津玄師,UFQEttrn6CQ,0,"['jp', 'zh']"
608,Laughter - Official髭男dism,kff_DXor7jc,0,"['jp', 'zh']"
609,いつか離れる日が来ても - 平井堅,ZQTg_whhgIs,0,"['jp', 'zh']"
610,キラメキ居残り大戦争 - あやぽんず＊、あよ,pMXRWurZenY,0,"['jp', 'zh']"
611,たぶん - YOASOBI,8iuLXODzL04,0,"['jp', 'zh']"
612,うまく言えない - ゆず,TiFWmEEwbmM,0,"['jp', 'zh']"
613,盗作 - ヨルシカ,CS4f3jawFxY,0,"['jp', 'zh']"
614,unravel - TK from 凛として時雨,Fve_lHIPa-I,0,"['jp', 'zh']"
615,今 逢いに行く - Uru,2shsZnOhx60,0,"['jp', 'zh']"
616,わたがし - back number,uy_BaRBJIzQ,0,"['jp', 'zh']"
617,ぎゅっと。 - もさを。,8RmZFUxos3E,0,"['jp', 'zh']"
618,カムパネルラ - 米津玄師,XeFQJ6-XoD0,0,"['jp', 'zh']"
619,HELLO - Official髭男dism,p1qM75a9FeE,0,"['jp', 'zh']"
620,君の好きなとこ - 平井堅,Q4EevRLmHm4,0,"['jp', 'zh']"
621,愛錠 - LiSA,6RLNLhuLijU,0,"['jp', 'zh']"
622,僕は君に恋をする - 平井堅,pdrKth95Lh8,0,"['jp', 'zh']"
623,LOVE 2000 - hitomi,heK6ubmZ81k,0,"['jp', 'zh']"
624,糸 - 中島みゆき,VI8zQG-yMMI,0,"['jp', 'zh']"
625,白い雪のプリンセスは - 初音ミク,nCaqf9WhqOY,0,"['jp', 'zh']"
626,君に届くまで - Little Glee Monster,qwN6J-YwuoM,0,"['jp', 'zh']"
627,大嫌いなはずだった。 - HoneyWorks meets さゆりんご軍団 + 真夏さんリスペクト軍団 from 乃木坂46,9i8yeYhTEes,0,"['jp', 'zh']"
628,群青 - YOASOBI,Y4nEEZwckuU,0,"['jp', 'zh']"
629,"Stand by me, Stand by you. - 平井大",Zy_KuTFwot4,0,"['jp', 'zh']"
